T_intended,T_REC,94,131,171,193,211,304,335,Magnetogram
2010-09-06T07:00:00Z,2010-09-06T07:00:02Z,2010-09-06T070002Z/aia.lev1_euv_12s.2010-09-06T070004Z.94.image_lev1.fits,2010-09-06T070002Z/aia.lev1_euv_12s.2010-09-06T070011Z.131.image_lev1.fits,2010-09-06T070002Z/aia.lev1_euv_12s.2010-09-06T070013Z.171.image_lev1.fits,2010-09-06T070002Z/aia.lev1_euv_12s.2010-09-06T070008Z.193.image_lev1.fits,2010-09-06T070002Z/aia.lev1_euv_12s.2010-09-06T070002Z.211.image_lev1.fits,2010-09-06T070002Z/aia.lev1_euv_12s.2010-09-06T070010Z.304.image_lev1.fits,2010-09-06T070002Z/aia.lev1_euv_12s.2010-09-06T070005Z.335.image_lev1.fits,2010-09-06T070002Z/hmi.m_720s.20100906_070000_TAI.1.magnetogram.fits
2010-09-06T08:00:00Z,2010-09-06T08:00:02Z,2010-09-06T080002Z/aia.lev1_euv_12s.2010-09-06T080004Z.94.image_lev1.fits,2010-09-06T080002Z/aia.lev1_euv_12s.2010-09-06T080011Z.131.image_lev1.fits,2010-09-06T080002Z/aia.lev1_euv_12s.2010-09-06T080013Z.171.image_lev1.fits,2010-09-06T080002Z/aia.lev1_euv_12s.2010-09-06T080008Z.193.image_lev1.fits,2010-09-06T080002Z/aia.lev1_euv_12s.2010-09-06T080002Z.211.image_lev1.fits,2010-09-06T080002Z/aia.lev1_euv_12s.2010-09-06T080010Z.304.image_lev1.fits,2010-09-06T080002Z/aia.lev1_euv_12s.2010-09-06T080005Z.335.image_lev1.fits,2010-09-06T080002Z/hmi.m_720s.20100906_080000_TAI.1.magnetogram.fits
2010-09-06T09:00:00Z,2010-09-06T09:00:02Z,2010-09-06T090002Z/aia.lev1_euv_12s.2010-09-06T090004Z.94.image_lev1.fits,2010-09-06T090002Z/aia.lev1_euv_12s.2010-09-06T090011Z.131.image_lev1.fits,2010-09-06T090002Z/aia.lev1_euv_12s.2010-09-06T090013Z.171.image_lev1.fits,2010-09-06T090002Z/aia.lev1_euv_12s.2010-09-06T090008Z.193.image_lev1.fits,2010-09-06T090002Z/aia.lev1_euv_12s.2010-09-06T090002Z.211.image_lev1.fits,2010-09-06T090002Z/aia.lev1_euv_12s.2010-09-06T090010Z.304.image_lev1.fits,2010-09-06T090002Z/aia.lev1_euv_12s.2010-09-06T090005Z.335.image_lev1.fits,2010-09-06T090002Z/hmi.m_720s.20100906_090000_TAI.1.magnetogram.fits
2010-09-06T10:00:00Z,2010-09-06T10:00:02Z,2010-09-06T100002Z/aia.lev1_euv_12s.2010-09-06T100004Z.94.image_lev1.fits,2010-09-06T100002Z/aia.lev1_euv_12s.2010-09-06T100011Z.131.image_lev1.fits,2010-09-06T100002Z/aia.lev1_euv_12s.2010-09-06T100013Z.171.image_lev1.fits,2010-09-06T100002Z/aia.lev1_euv_12s.2010-09-06T100008Z.193.image_lev1.fits,2010-09-06T100002Z/aia.lev1_euv_12s.2010-09-06T100002Z.211.image_lev1.fits,2010-09-06T100002Z/aia.lev1_euv_12s.2010-09-06T100010Z.304.image_lev1.fits,2010-09-06T100002Z/aia.lev1_euv_12s.2010-09-06T100005Z.335.image_lev1.fits,2010-09-06T100002Z/hmi.m_720s.20100906_100000_TAI.1.magnetogram.fits
2010-09-06T11:00:00Z,2010-09-06T11:00:02Z,2010-09-06T110002Z/aia.lev1_euv_12s.2010-09-06T110004Z.94.image_lev1.fits,2010-09-06T110002Z/aia.lev1_euv_12s.2010-09-06T110011Z.131.image_lev1.fits,2010-09-06T110002Z/aia.lev1_euv_12s.2010-09-06T110013Z.171.image_lev1.fits,2010-09-06T110002Z/aia.lev1_euv_12s.2010-09-06T110008Z.193.image_lev1.fits,2010-09-06T110002Z/aia.lev1_euv_12s.2010-09-06T110002Z.211.image_lev1.fits,2010-09-06T110002Z/aia.lev1_euv_12s.2010-09-06T110010Z.304.image_lev1.fits,2010-09-06T110002Z/aia.lev1_euv_12s.2010-09-06T110005Z.335.image_lev1.fits,2010-09-06T110002Z/hmi.m_720s.20100906_110000_TAI.1.magnetogram.fits
2010-09-06T12:00:00Z,2010-09-06T12:00:02Z,2010-09-06T120002Z/aia.lev1_euv_12s.2010-09-06T120004Z.94.image_lev1.fits,2010-09-06T120002Z/aia.lev1_euv_12s.2010-09-06T120011Z.131.image_lev1.fits,2010-09-06T120002Z/aia.lev1_euv_12s.2010-09-06T120013Z.171.image_lev1.fits,2010-09-06T120002Z/aia.lev1_euv_12s.2010-09-06T120008Z.193.image_lev1.fits,2010-09-06T120002Z/aia.lev1_euv_12s.2010-09-06T120002Z.211.image_lev1.fits,2010-09-06T120002Z/aia.lev1_euv_12s.2010-09-06T120010Z.304.image_lev1.fits,2010-09-06T120002Z/aia.lev1_euv_12s.2010-09-06T120005Z.335.image_lev1.fits,2010-09-06T120002Z/hmi.m_720s.20100906_120000_TAI.1.magnetogram.fits
2010-09-06T13:00:00Z,2010-09-06T13:00:02Z,2010-09-06T130002Z/aia.lev1_euv_12s.2010-09-06T130004Z.94.image_lev1.fits,2010-09-06T130002Z/aia.lev1_euv_12s.2010-09-06T130011Z.131.image_lev1.fits,2010-09-06T130002Z/aia.lev1_euv_12s.2010-09-06T130013Z.171.image_lev1.fits,2010-09-06T130002Z/aia.lev1_euv_12s.2010-09-06T130008Z.193.image_lev1.fits,2010-09-06T130002Z/aia.lev1_euv_12s.2010-09-06T130002Z.211.image_lev1.fits,2010-09-06T130002Z/aia.lev1_euv_12s.2010-09-06T130010Z.304.image_lev1.fits,2010-09-06T130002Z/aia.lev1_euv_12s.2010-09-06T130005Z.335.image_lev1.fits,2010-09-06T130002Z/hmi.m_720s.20100906_130000_TAI.1.magnetogram.fits
2010-09-06T14:00:00Z,2010-09-06T14:00:02Z,2010-09-06T140002Z/aia.lev1_euv_12s.2010-09-06T140004Z.94.image_lev1.fits,2010-09-06T140002Z/aia.lev1_euv_12s.2010-09-06T140011Z.131.image_lev1.fits,2010-09-06T140002Z/aia.lev1_euv_12s.2010-09-06T140013Z.171.image_lev1.fits,2010-09-06T140002Z/aia.lev1_euv_12s.2010-09-06T140008Z.193.image_lev1.fits,2010-09-06T140002Z/aia.lev1_euv_12s.2010-09-06T140002Z.211.image_lev1.fits,2010-09-06T140002Z/aia.lev1_euv_12s.2010-09-06T140010Z.304.image_lev1.fits,2010-09-06T140002Z/aia.lev1_euv_12s.2010-09-06T140005Z.335.image_lev1.fits,2010-09-06T140002Z/hmi.m_720s.20100906_140000_TAI.1.magnetogram.fits
2010-09-06T15:00:00Z,2010-09-06T15:00:02Z,2010-09-06T150002Z/aia.lev1_euv_12s.2010-09-06T150004Z.94.image_lev1.fits,2010-09-06T150002Z/aia.lev1_euv_12s.2010-09-06T150011Z.131.image_lev1.fits,2010-09-06T150002Z/aia.lev1_euv_12s.2010-09-06T150013Z.171.image_lev1.fits,2010-09-06T150002Z/aia.lev1_euv_12s.2010-09-06T150008Z.193.image_lev1.fits,2010-09-06T150002Z/aia.lev1_euv_12s.2010-09-06T150002Z.211.image_lev1.fits,2010-09-06T150002Z/aia.lev1_euv_12s.2010-09-06T150010Z.304.image_lev1.fits,2010-09-06T150002Z/aia.lev1_euv_12s.2010-09-06T150005Z.335.image_lev1.fits,2010-09-06T150002Z/hmi.m_720s.20100906_150000_TAI.1.magnetogram.fits
2010-09-06T16:00:00Z,2010-09-06T16:00:02Z,2010-09-06T160002Z/aia.lev1_euv_12s.2010-09-06T160004Z.94.image_lev1.fits,2010-09-06T160002Z/aia.lev1_euv_12s.2010-09-06T160011Z.131.image_lev1.fits,2010-09-06T160002Z/aia.lev1_euv_12s.2010-09-06T160013Z.171.image_lev1.fits,2010-09-06T160002Z/aia.lev1_euv_12s.2010-09-06T160008Z.193.image_lev1.fits,2010-09-06T160002Z/aia.lev1_euv_12s.2010-09-06T160002Z.211.image_lev1.fits,2010-09-06T160002Z/aia.lev1_euv_12s.2010-09-06T160010Z.304.image_lev1.fits,2010-09-06T160002Z/aia.lev1_euv_12s.2010-09-06T160005Z.335.image_lev1.fits,2010-09-06T160002Z/hmi.m_720s.20100906_160000_TAI.1.magnetogram.fits
2010-09-06T17:00:00Z,2010-09-06T17:00:02Z,2010-09-06T170002Z/aia.lev1_euv_12s.2010-09-06T170004Z.94.image_lev1.fits,2010-09-06T170002Z/aia.lev1_euv_12s.2010-09-06T170011Z.131.image_lev1.fits,2010-09-06T170002Z/aia.lev1_euv_12s.2010-09-06T170013Z.171.image_lev1.fits,2010-09-06T170002Z/aia.lev1_euv_12s.2010-09-06T170008Z.193.image_lev1.fits,2010-09-06T170002Z/aia.lev1_euv_12s.2010-09-06T170002Z.211.image_lev1.fits,2010-09-06T170002Z/aia.lev1_euv_12s.2010-09-06T170010Z.304.image_lev1.fits,2010-09-06T170002Z/aia.lev1_euv_12s.2010-09-06T170005Z.335.image_lev1.fits,2010-09-06T170002Z/hmi.m_720s.20100906_170000_TAI.1.magnetogram.fits
2010-09-06T18:00:00Z,2010-09-06T18:00:02Z,2010-09-06T180002Z/aia.lev1_euv_12s.2010-09-06T180004Z.94.image_lev1.fits,2010-09-06T180002Z/aia.lev1_euv_12s.2010-09-06T180011Z.131.image_lev1.fits,2010-09-06T180002Z/aia.lev1_euv_12s.2010-09-06T180013Z.171.image_lev1.fits,2010-09-06T180002Z/aia.lev1_euv_12s.2010-09-06T180008Z.193.image_lev1.fits,2010-09-06T180002Z/aia.lev1_euv_12s.2010-09-06T180002Z.211.image_lev1.fits,2010-09-06T180002Z/aia.lev1_euv_12s.2010-09-06T180010Z.304.image_lev1.fits,2010-09-06T180002Z/aia.lev1_euv_12s.2010-09-06T180005Z.335.image_lev1.fits,2010-09-06T180002Z/hmi.m_720s.20100906_180000_TAI.1.magnetogram.fits
2010-09-06T19:00:00Z,2010-09-06T19:00:02Z,2010-09-06T190002Z/aia.lev1_euv_12s.2010-09-06T190004Z.94.image_lev1.fits,2010-09-06T190002Z/aia.lev1_euv_12s.2010-09-06T190011Z.131.image_lev1.fits,2010-09-06T190002Z/aia.lev1_euv_12s.2010-09-06T190013Z.171.image_lev1.fits,2010-09-06T190002Z/aia.lev1_euv_12s.2010-09-06T190008Z.193.image_lev1.fits,2010-09-06T190002Z/aia.lev1_euv_12s.2010-09-06T190002Z.211.image_lev1.fits,2010-09-06T190002Z/aia.lev1_euv_12s.2010-09-06T190010Z.304.image_lev1.fits,2010-09-06T190002Z/aia.lev1_euv_12s.2010-09-06T190005Z.335.image_lev1.fits,2010-09-06T190002Z/hmi.m_720s.20100906_190000_TAI.1.magnetogram.fits
2010-09-06T20:00:00Z,2010-09-06T20:00:02Z,2010-09-06T200002Z/aia.lev1_euv_12s.2010-09-06T200004Z.94.image_lev1.fits,2010-09-06T200002Z/aia.lev1_euv_12s.2010-09-06T200011Z.131.image_lev1.fits,2010-09-06T200002Z/aia.lev1_euv_12s.2010-09-06T200013Z.171.image_lev1.fits,2010-09-06T200002Z/aia.lev1_euv_12s.2010-09-06T200008Z.193.image_lev1.fits,2010-09-06T200002Z/aia.lev1_euv_12s.2010-09-06T200002Z.211.image_lev1.fits,2010-09-06T200002Z/aia.lev1_euv_12s.2010-09-06T200010Z.304.image_lev1.fits,2010-09-06T200002Z/aia.lev1_euv_12s.2010-09-06T200005Z.335.image_lev1.fits,2010-09-06T200002Z/hmi.m_720s.20100906_200000_TAI.1.magnetogram.fits
2010-09-06T22:00:00Z,2010-09-06T22:00:02Z,2010-09-06T220002Z/aia.lev1_euv_12s.2010-09-06T220004Z.94.image_lev1.fits,2010-09-06T220002Z/aia.lev1_euv_12s.2010-09-06T220011Z.131.image_lev1.fits,2010-09-06T220002Z/aia.lev1_euv_12s.2010-09-06T220013Z.171.image_lev1.fits,2010-09-06T220002Z/aia.lev1_euv_12s.2010-09-06T220008Z.193.image_lev1.fits,2010-09-06T220002Z/aia.lev1_euv_12s.2010-09-06T220002Z.211.image_lev1.fits,2010-09-06T220002Z/aia.lev1_euv_12s.2010-09-06T220010Z.304.image_lev1.fits,2010-09-06T220002Z/aia.lev1_euv_12s.2010-09-06T220005Z.335.image_lev1.fits,2010-09-06T220002Z/hmi.m_720s.20100906_220000_TAI.1.magnetogram.fits
2010-09-06T23:00:00Z,2010-09-06T23:00:02Z,2010-09-06T230002Z/aia.lev1_euv_12s.2010-09-06T230004Z.94.image_lev1.fits,2010-09-06T230002Z/aia.lev1_euv_12s.2010-09-06T230011Z.131.image_lev1.fits,2010-09-06T230002Z/aia.lev1_euv_12s.2010-09-06T230013Z.171.image_lev1.fits,2010-09-06T230002Z/aia.lev1_euv_12s.2010-09-06T230008Z.193.image_lev1.fits,2010-09-06T230002Z/aia.lev1_euv_12s.2010-09-06T230002Z.211.image_lev1.fits,2010-09-06T230002Z/aia.lev1_euv_12s.2010-09-06T230010Z.304.image_lev1.fits,2010-09-06T230002Z/aia.lev1_euv_12s.2010-09-06T230005Z.335.image_lev1.fits,2010-09-06T230002Z/hmi.m_720s.20100906_230000_TAI.1.magnetogram.fits
2010-09-07T00:00:00Z,2010-09-07T00:00:02Z,2010-09-07T000002Z/aia.lev1_euv_12s.2010-09-07T000004Z.94.image_lev1.fits,2010-09-07T000002Z/aia.lev1_euv_12s.2010-09-07T000011Z.131.image_lev1.fits,2010-09-07T000002Z/aia.lev1_euv_12s.2010-09-07T000013Z.171.image_lev1.fits,2010-09-07T000002Z/aia.lev1_euv_12s.2010-09-07T000008Z.193.image_lev1.fits,2010-09-07T000002Z/aia.lev1_euv_12s.2010-09-07T000002Z.211.image_lev1.fits,2010-09-07T000002Z/aia.lev1_euv_12s.2010-09-07T000010Z.304.image_lev1.fits,2010-09-07T000002Z/aia.lev1_euv_12s.2010-09-07T000005Z.335.image_lev1.fits,2010-09-07T000002Z/hmi.m_720s.20100907_000000_TAI.1.magnetogram.fits
2010-09-07T01:00:00Z,2010-09-07T01:00:02Z,2010-09-07T010002Z/aia.lev1_euv_12s.2010-09-07T010004Z.94.image_lev1.fits,2010-09-07T010002Z/aia.lev1_euv_12s.2010-09-07T010011Z.131.image_lev1.fits,2010-09-07T010002Z/aia.lev1_euv_12s.2010-09-07T010013Z.171.image_lev1.fits,2010-09-07T010002Z/aia.lev1_euv_12s.2010-09-07T010008Z.193.image_lev1.fits,2010-09-07T010002Z/aia.lev1_euv_12s.2010-09-07T010002Z.211.image_lev1.fits,2010-09-07T010002Z/aia.lev1_euv_12s.2010-09-07T010010Z.304.image_lev1.fits,2010-09-07T010002Z/aia.lev1_euv_12s.2010-09-07T010005Z.335.image_lev1.fits,2010-09-07T010002Z/hmi.m_720s.20100907_010000_TAI.1.magnetogram.fits
2010-09-07T02:00:00Z,2010-09-07T02:00:02Z,2010-09-07T020002Z/aia.lev1_euv_12s.2010-09-07T020004Z.94.image_lev1.fits,2010-09-07T020002Z/aia.lev1_euv_12s.2010-09-07T020011Z.131.image_lev1.fits,2010-09-07T020002Z/aia.lev1_euv_12s.2010-09-07T020013Z.171.image_lev1.fits,2010-09-07T020002Z/aia.lev1_euv_12s.2010-09-07T020008Z.193.image_lev1.fits,2010-09-07T020002Z/aia.lev1_euv_12s.2010-09-07T020002Z.211.image_lev1.fits,2010-09-07T020002Z/aia.lev1_euv_12s.2010-09-07T020010Z.304.image_lev1.fits,2010-09-07T020002Z/aia.lev1_euv_12s.2010-09-07T020005Z.335.image_lev1.fits,2010-09-07T020002Z/hmi.m_720s.20100907_020000_TAI.1.magnetogram.fits
2010-09-07T03:00:00Z,2010-09-07T03:00:02Z,2010-09-07T030002Z/aia.lev1_euv_12s.2010-09-07T030004Z.94.image_lev1.fits,2010-09-07T030002Z/aia.lev1_euv_12s.2010-09-07T030011Z.131.image_lev1.fits,2010-09-07T030002Z/aia.lev1_euv_12s.2010-09-07T030013Z.171.image_lev1.fits,2010-09-07T030002Z/aia.lev1_euv_12s.2010-09-07T030008Z.193.image_lev1.fits,2010-09-07T030002Z/aia.lev1_euv_12s.2010-09-07T030002Z.211.image_lev1.fits,2010-09-07T030002Z/aia.lev1_euv_12s.2010-09-07T030010Z.304.image_lev1.fits,2010-09-07T030002Z/aia.lev1_euv_12s.2010-09-07T030005Z.335.image_lev1.fits,2010-09-07T030002Z/hmi.m_720s.20100907_030000_TAI.1.magnetogram.fits
2010-09-07T04:00:00Z,2010-09-07T04:00:02Z,2010-09-07T040002Z/aia.lev1_euv_12s.2010-09-07T040004Z.94.image_lev1.fits,2010-09-07T040002Z/aia.lev1_euv_12s.2010-09-07T040011Z.131.image_lev1.fits,2010-09-07T040002Z/aia.lev1_euv_12s.2010-09-07T040013Z.171.image_lev1.fits,2010-09-07T040002Z/aia.lev1_euv_12s.2010-09-07T040008Z.193.image_lev1.fits,2010-09-07T040002Z/aia.lev1_euv_12s.2010-09-07T040002Z.211.image_lev1.fits,2010-09-07T040002Z/aia.lev1_euv_12s.2010-09-07T040010Z.304.image_lev1.fits,2010-09-07T040002Z/aia.lev1_euv_12s.2010-09-07T040005Z.335.image_lev1.fits,2010-09-07T040002Z/hmi.m_720s.20100907_040000_TAI.1.magnetogram.fits
2010-09-07T05:00:00Z,2010-09-07T05:00:02Z,2010-09-07T050002Z/aia.lev1_euv_12s.2010-09-07T050004Z.94.image_lev1.fits,2010-09-07T050002Z/aia.lev1_euv_12s.2010-09-07T050011Z.131.image_lev1.fits,2010-09-07T050002Z/aia.lev1_euv_12s.2010-09-07T050013Z.171.image_lev1.fits,2010-09-07T050002Z/aia.lev1_euv_12s.2010-09-07T050008Z.193.image_lev1.fits,2010-09-07T050002Z/aia.lev1_euv_12s.2010-09-07T050002Z.211.image_lev1.fits,2010-09-07T050002Z/aia.lev1_euv_12s.2010-09-07T050010Z.304.image_lev1.fits,2010-09-07T050002Z/aia.lev1_euv_12s.2010-09-07T050005Z.335.image_lev1.fits,2010-09-07T050002Z/hmi.m_720s.20100907_050000_TAI.1.magnetogram.fits
2010-09-07T06:00:00Z,2010-09-07T06:00:02Z,2010-09-07T060002Z/aia.lev1_euv_12s.2010-09-07T060004Z.94.image_lev1.fits,2010-09-07T060002Z/aia.lev1_euv_12s.2010-09-07T060011Z.131.image_lev1.fits,2010-09-07T060002Z/aia.lev1_euv_12s.2010-09-07T060013Z.171.image_lev1.fits,2010-09-07T060002Z/aia.lev1_euv_12s.2010-09-07T060008Z.193.image_lev1.fits,2010-09-07T060002Z/aia.lev1_euv_12s.2010-09-07T060002Z.211.image_lev1.fits,2010-09-07T060002Z/aia.lev1_euv_12s.2010-09-07T060010Z.304.image_lev1.fits,2010-09-07T060002Z/aia.lev1_euv_12s.2010-09-07T060005Z.335.image_lev1.fits,2010-09-07T060002Z/hmi.m_720s.20100907_060000_TAI.1.magnetogram.fits
2010-09-07T07:00:00Z,2010-09-07T07:00:02Z,2010-09-07T070002Z/aia.lev1_euv_12s.2010-09-07T070004Z.94.image_lev1.fits,2010-09-07T070002Z/aia.lev1_euv_12s.2010-09-07T070011Z.131.image_lev1.fits,2010-09-07T070002Z/aia.lev1_euv_12s.2010-09-07T070013Z.171.image_lev1.fits,2010-09-07T070002Z/aia.lev1_euv_12s.2010-09-07T070008Z.193.image_lev1.fits,2010-09-07T070002Z/aia.lev1_euv_12s.2010-09-07T070002Z.211.image_lev1.fits,2010-09-07T070002Z/aia.lev1_euv_12s.2010-09-07T070010Z.304.image_lev1.fits,2010-09-07T070002Z/aia.lev1_euv_12s.2010-09-07T070005Z.335.image_lev1.fits,2010-09-07T070002Z/hmi.m_720s.20100907_070000_TAI.1.magnetogram.fits
