T_intended,T_REC,94,131,171,193,211,304,335,Magnetogram
2010-07-13T19:00:00Z,2010-07-13T19:00:02Z,2010-07-13T190002Z/aia.lev1_euv_12s.2010-07-13T190010Z.94.image_lev1.fits,2010-07-13T190002Z/aia.lev1_euv_12s.2010-07-13T190011Z.131.image_lev1.fits,2010-07-13T190002Z/aia.lev1_euv_12s.2010-07-13T190013Z.171.image_lev1.fits,2010-07-13T190002Z/aia.lev1_euv_12s.2010-07-13T190008Z.193.image_lev1.fits,2010-07-13T190002Z/aia.lev1_euv_12s.2010-07-13T190002Z.211.image_lev1.fits,2010-07-13T190002Z/aia.lev1_euv_12s.2010-07-13T190004Z.304.image_lev1.fits,2010-07-13T190002Z/aia.lev1_euv_12s.2010-07-13T190005Z.335.image_lev1.fits,2010-07-13T190002Z/hmi.m_720s.20100713_190000_TAI.1.magnetogram.fits
2010-07-13T22:00:00Z,2010-07-13T22:00:02Z,2010-07-13T220002Z/aia.lev1_euv_12s.2010-07-13T220010Z.94.image_lev1.fits,2010-07-13T220002Z/aia.lev1_euv_12s.2010-07-13T220011Z.131.image_lev1.fits,2010-07-13T220002Z/aia.lev1_euv_12s.2010-07-13T220013Z.171.image_lev1.fits,2010-07-13T220002Z/aia.lev1_euv_12s.2010-07-13T220008Z.193.image_lev1.fits,2010-07-13T220002Z/aia.lev1_euv_12s.2010-07-13T220002Z.211.image_lev1.fits,2010-07-13T220002Z/aia.lev1_euv_12s.2010-07-13T220004Z.304.image_lev1.fits,2010-07-13T220002Z/aia.lev1_euv_12s.2010-07-13T220005Z.335.image_lev1.fits,2010-07-13T220002Z/hmi.m_720s.20100713_220000_TAI.1.magnetogram.fits
2010-07-13T23:00:00Z,2010-07-13T23:00:02Z,2010-07-13T230002Z/aia.lev1_euv_12s.2010-07-13T230010Z.94.image_lev1.fits,2010-07-13T230002Z/aia.lev1_euv_12s.2010-07-13T230011Z.131.image_lev1.fits,2010-07-13T230002Z/aia.lev1_euv_12s.2010-07-13T230013Z.171.image_lev1.fits,2010-07-13T230002Z/aia.lev1_euv_12s.2010-07-13T230008Z.193.image_lev1.fits,2010-07-13T230002Z/aia.lev1_euv_12s.2010-07-13T230002Z.211.image_lev1.fits,2010-07-13T230002Z/aia.lev1_euv_12s.2010-07-13T230004Z.304.image_lev1.fits,2010-07-13T230002Z/aia.lev1_euv_12s.2010-07-13T230005Z.335.image_lev1.fits,2010-07-13T230002Z/hmi.m_720s.20100713_230000_TAI.1.magnetogram.fits
2010-07-14T00:00:00Z,2010-07-14T00:00:02Z,2010-07-14T000002Z/aia.lev1_euv_12s.2010-07-14T000010Z.94.image_lev1.fits,2010-07-14T000002Z/aia.lev1_euv_12s.2010-07-14T000011Z.131.image_lev1.fits,2010-07-14T000002Z/aia.lev1_euv_12s.2010-07-14T000013Z.171.image_lev1.fits,2010-07-14T000002Z/aia.lev1_euv_12s.2010-07-14T000008Z.193.image_lev1.fits,2010-07-14T000002Z/aia.lev1_euv_12s.2010-07-14T000002Z.211.image_lev1.fits,2010-07-14T000002Z/aia.lev1_euv_12s.2010-07-14T000004Z.304.image_lev1.fits,2010-07-14T000002Z/aia.lev1_euv_12s.2010-07-14T000005Z.335.image_lev1.fits,2010-07-14T000002Z/hmi.m_720s.20100714_000000_TAI.1.magnetogram.fits
2010-07-14T01:00:00Z,2010-07-14T01:00:02Z,2010-07-14T010002Z/aia.lev1_euv_12s.2010-07-14T010010Z.94.image_lev1.fits,2010-07-14T010002Z/aia.lev1_euv_12s.2010-07-14T010011Z.131.image_lev1.fits,2010-07-14T010002Z/aia.lev1_euv_12s.2010-07-14T010013Z.171.image_lev1.fits,2010-07-14T010002Z/aia.lev1_euv_12s.2010-07-14T010008Z.193.image_lev1.fits,2010-07-14T010002Z/aia.lev1_euv_12s.2010-07-14T010002Z.211.image_lev1.fits,2010-07-14T010002Z/aia.lev1_euv_12s.2010-07-14T010004Z.304.image_lev1.fits,2010-07-14T010002Z/aia.lev1_euv_12s.2010-07-14T010005Z.335.image_lev1.fits,2010-07-14T010002Z/hmi.m_720s.20100714_010000_TAI.1.magnetogram.fits
2010-07-14T02:00:00Z,2010-07-14T02:00:02Z,2010-07-14T020002Z/aia.lev1_euv_12s.2010-07-14T020010Z.94.image_lev1.fits,2010-07-14T020002Z/aia.lev1_euv_12s.2010-07-14T020011Z.131.image_lev1.fits,2010-07-14T020002Z/aia.lev1_euv_12s.2010-07-14T020013Z.171.image_lev1.fits,2010-07-14T020002Z/aia.lev1_euv_12s.2010-07-14T020008Z.193.image_lev1.fits,2010-07-14T020002Z/aia.lev1_euv_12s.2010-07-14T020002Z.211.image_lev1.fits,2010-07-14T020002Z/aia.lev1_euv_12s.2010-07-14T020004Z.304.image_lev1.fits,2010-07-14T020002Z/aia.lev1_euv_12s.2010-07-14T020005Z.335.image_lev1.fits,2010-07-14T020002Z/hmi.m_720s.20100714_020000_TAI.1.magnetogram.fits
2010-07-14T03:00:00Z,2010-07-14T03:00:02Z,2010-07-14T030002Z/aia.lev1_euv_12s.2010-07-14T030010Z.94.image_lev1.fits,2010-07-14T030002Z/aia.lev1_euv_12s.2010-07-14T030011Z.131.image_lev1.fits,2010-07-14T030002Z/aia.lev1_euv_12s.2010-07-14T030013Z.171.image_lev1.fits,2010-07-14T030002Z/aia.lev1_euv_12s.2010-07-14T030008Z.193.image_lev1.fits,2010-07-14T030002Z/aia.lev1_euv_12s.2010-07-14T030002Z.211.image_lev1.fits,2010-07-14T030002Z/aia.lev1_euv_12s.2010-07-14T030004Z.304.image_lev1.fits,2010-07-14T030002Z/aia.lev1_euv_12s.2010-07-14T030005Z.335.image_lev1.fits,2010-07-14T030002Z/hmi.m_720s.20100714_030000_TAI.1.magnetogram.fits
2010-07-14T04:00:00Z,2010-07-14T04:00:02Z,2010-07-14T040002Z/aia.lev1_euv_12s.2010-07-14T040010Z.94.image_lev1.fits,2010-07-14T040002Z/aia.lev1_euv_12s.2010-07-14T040011Z.131.image_lev1.fits,2010-07-14T040002Z/aia.lev1_euv_12s.2010-07-14T040013Z.171.image_lev1.fits,2010-07-14T040002Z/aia.lev1_euv_12s.2010-07-14T040008Z.193.image_lev1.fits,2010-07-14T040002Z/aia.lev1_euv_12s.2010-07-14T040002Z.211.image_lev1.fits,2010-07-14T040002Z/aia.lev1_euv_12s.2010-07-14T040004Z.304.image_lev1.fits,2010-07-14T040002Z/aia.lev1_euv_12s.2010-07-14T040005Z.335.image_lev1.fits,2010-07-14T040002Z/hmi.m_720s.20100714_040000_TAI.1.magnetogram.fits
2010-07-14T05:00:00Z,2010-07-14T05:00:02Z,2010-07-14T050002Z/aia.lev1_euv_12s.2010-07-14T050010Z.94.image_lev1.fits,2010-07-14T050002Z/aia.lev1_euv_12s.2010-07-14T050011Z.131.image_lev1.fits,2010-07-14T050002Z/aia.lev1_euv_12s.2010-07-14T050013Z.171.image_lev1.fits,2010-07-14T050002Z/aia.lev1_euv_12s.2010-07-14T050008Z.193.image_lev1.fits,2010-07-14T050002Z/aia.lev1_euv_12s.2010-07-14T050002Z.211.image_lev1.fits,2010-07-14T050002Z/aia.lev1_euv_12s.2010-07-14T050004Z.304.image_lev1.fits,2010-07-14T050002Z/aia.lev1_euv_12s.2010-07-14T050005Z.335.image_lev1.fits,2010-07-14T050002Z/hmi.m_720s.20100714_050000_TAI.1.magnetogram.fits
2010-07-14T06:00:00Z,2010-07-14T06:00:02Z,2010-07-14T060002Z/aia.lev1_euv_12s.2010-07-14T060010Z.94.image_lev1.fits,2010-07-14T060002Z/aia.lev1_euv_12s.2010-07-14T060011Z.131.image_lev1.fits,2010-07-14T060002Z/aia.lev1_euv_12s.2010-07-14T060013Z.171.image_lev1.fits,2010-07-14T060002Z/aia.lev1_euv_12s.2010-07-14T060008Z.193.image_lev1.fits,2010-07-14T060002Z/aia.lev1_euv_12s.2010-07-14T060002Z.211.image_lev1.fits,2010-07-14T060002Z/aia.lev1_euv_12s.2010-07-14T060004Z.304.image_lev1.fits,2010-07-14T060002Z/aia.lev1_euv_12s.2010-07-14T060005Z.335.image_lev1.fits,2010-07-14T060002Z/hmi.m_720s.20100714_060000_TAI.1.magnetogram.fits
2010-07-14T07:00:00Z,2010-07-14T07:00:02Z,2010-07-14T070002Z/aia.lev1_euv_12s.2010-07-14T070010Z.94.image_lev1.fits,2010-07-14T070002Z/aia.lev1_euv_12s.2010-07-14T070011Z.131.image_lev1.fits,2010-07-14T070002Z/aia.lev1_euv_12s.2010-07-14T070013Z.171.image_lev1.fits,2010-07-14T070002Z/aia.lev1_euv_12s.2010-07-14T070008Z.193.image_lev1.fits,2010-07-14T070002Z/aia.lev1_euv_12s.2010-07-14T070002Z.211.image_lev1.fits,2010-07-14T070002Z/aia.lev1_euv_12s.2010-07-14T070004Z.304.image_lev1.fits,2010-07-14T070002Z/aia.lev1_euv_12s.2010-07-14T070005Z.335.image_lev1.fits,2010-07-14T070002Z/hmi.m_720s.20100714_070000_TAI.1.magnetogram.fits
2010-07-14T08:00:00Z,2010-07-14T08:00:02Z,2010-07-14T080002Z/aia.lev1_euv_12s.2010-07-14T080010Z.94.image_lev1.fits,2010-07-14T080002Z/aia.lev1_euv_12s.2010-07-14T080011Z.131.image_lev1.fits,2010-07-14T080002Z/aia.lev1_euv_12s.2010-07-14T080013Z.171.image_lev1.fits,2010-07-14T080002Z/aia.lev1_euv_12s.2010-07-14T080008Z.193.image_lev1.fits,2010-07-14T080002Z/aia.lev1_euv_12s.2010-07-14T080002Z.211.image_lev1.fits,2010-07-14T080002Z/aia.lev1_euv_12s.2010-07-14T080004Z.304.image_lev1.fits,2010-07-14T080002Z/aia.lev1_euv_12s.2010-07-14T080005Z.335.image_lev1.fits,2010-07-14T080002Z/hmi.m_720s.20100714_080000_TAI.1.magnetogram.fits
2010-07-14T09:00:00Z,2010-07-14T09:00:02Z,2010-07-14T090002Z/aia.lev1_euv_12s.2010-07-14T090010Z.94.image_lev1.fits,2010-07-14T090002Z/aia.lev1_euv_12s.2010-07-14T090011Z.131.image_lev1.fits,2010-07-14T090002Z/aia.lev1_euv_12s.2010-07-14T090013Z.171.image_lev1.fits,2010-07-14T090002Z/aia.lev1_euv_12s.2010-07-14T090008Z.193.image_lev1.fits,2010-07-14T090002Z/aia.lev1_euv_12s.2010-07-14T090002Z.211.image_lev1.fits,2010-07-14T090002Z/aia.lev1_euv_12s.2010-07-14T090004Z.304.image_lev1.fits,2010-07-14T090002Z/aia.lev1_euv_12s.2010-07-14T090005Z.335.image_lev1.fits,2010-07-14T090002Z/hmi.m_720s.20100714_090000_TAI.1.magnetogram.fits
2010-07-14T10:00:00Z,2010-07-14T10:00:02Z,2010-07-14T100002Z/aia.lev1_euv_12s.2010-07-14T100010Z.94.image_lev1.fits,2010-07-14T100002Z/aia.lev1_euv_12s.2010-07-14T100011Z.131.image_lev1.fits,2010-07-14T100002Z/aia.lev1_euv_12s.2010-07-14T100013Z.171.image_lev1.fits,2010-07-14T100002Z/aia.lev1_euv_12s.2010-07-14T100008Z.193.image_lev1.fits,2010-07-14T100002Z/aia.lev1_euv_12s.2010-07-14T100002Z.211.image_lev1.fits,2010-07-14T100002Z/aia.lev1_euv_12s.2010-07-14T100004Z.304.image_lev1.fits,2010-07-14T100002Z/aia.lev1_euv_12s.2010-07-14T100005Z.335.image_lev1.fits,2010-07-14T100002Z/hmi.m_720s.20100714_100000_TAI.1.magnetogram.fits
2010-07-14T11:00:00Z,2010-07-14T11:00:02Z,2010-07-14T110002Z/aia.lev1_euv_12s.2010-07-14T110010Z.94.image_lev1.fits,2010-07-14T110002Z/aia.lev1_euv_12s.2010-07-14T110011Z.131.image_lev1.fits,2010-07-14T110002Z/aia.lev1_euv_12s.2010-07-14T110013Z.171.image_lev1.fits,2010-07-14T110002Z/aia.lev1_euv_12s.2010-07-14T110008Z.193.image_lev1.fits,2010-07-14T110002Z/aia.lev1_euv_12s.2010-07-14T110002Z.211.image_lev1.fits,2010-07-14T110002Z/aia.lev1_euv_12s.2010-07-14T110004Z.304.image_lev1.fits,2010-07-14T110002Z/aia.lev1_euv_12s.2010-07-14T110005Z.335.image_lev1.fits,2010-07-14T110002Z/hmi.m_720s.20100714_110000_TAI.1.magnetogram.fits
2010-07-14T12:00:00Z,2010-07-14T12:00:02Z,2010-07-14T120002Z/aia.lev1_euv_12s.2010-07-14T120010Z.94.image_lev1.fits,2010-07-14T120002Z/aia.lev1_euv_12s.2010-07-14T120011Z.131.image_lev1.fits,2010-07-14T120002Z/aia.lev1_euv_12s.2010-07-14T120013Z.171.image_lev1.fits,2010-07-14T120002Z/aia.lev1_euv_12s.2010-07-14T120008Z.193.image_lev1.fits,2010-07-14T120002Z/aia.lev1_euv_12s.2010-07-14T120002Z.211.image_lev1.fits,2010-07-14T120002Z/aia.lev1_euv_12s.2010-07-14T120004Z.304.image_lev1.fits,2010-07-14T120002Z/aia.lev1_euv_12s.2010-07-14T120005Z.335.image_lev1.fits,2010-07-14T120002Z/hmi.m_720s.20100714_120000_TAI.1.magnetogram.fits
2010-07-14T23:00:00Z,2010-07-14T23:00:02Z,2010-07-14T230002Z/aia.lev1_euv_12s.2010-07-14T230010Z.94.image_lev1.fits,2010-07-14T230002Z/aia.lev1_euv_12s.2010-07-14T230011Z.131.image_lev1.fits,2010-07-14T230002Z/aia.lev1_euv_12s.2010-07-14T230013Z.171.image_lev1.fits,2010-07-14T230002Z/aia.lev1_euv_12s.2010-07-14T230008Z.193.image_lev1.fits,2010-07-14T230002Z/aia.lev1_euv_12s.2010-07-14T230002Z.211.image_lev1.fits,2010-07-14T230002Z/aia.lev1_euv_12s.2010-07-14T230004Z.304.image_lev1.fits,2010-07-14T230002Z/aia.lev1_euv_12s.2010-07-14T230005Z.335.image_lev1.fits,2010-07-14T230002Z/hmi.m_720s.20100714_230000_TAI.1.magnetogram.fits
2010-07-15T00:00:00Z,2010-07-15T00:00:02Z,2010-07-15T000002Z/aia.lev1_euv_12s.2010-07-15T000010Z.94.image_lev1.fits,2010-07-15T000002Z/aia.lev1_euv_12s.2010-07-15T000011Z.131.image_lev1.fits,2010-07-15T000002Z/aia.lev1_euv_12s.2010-07-15T000013Z.171.image_lev1.fits,2010-07-15T000002Z/aia.lev1_euv_12s.2010-07-15T000008Z.193.image_lev1.fits,2010-07-15T000002Z/aia.lev1_euv_12s.2010-07-15T000002Z.211.image_lev1.fits,2010-07-15T000002Z/aia.lev1_euv_12s.2010-07-15T000004Z.304.image_lev1.fits,2010-07-15T000002Z/aia.lev1_euv_12s.2010-07-15T000005Z.335.image_lev1.fits,2010-07-15T000002Z/hmi.m_720s.20100715_000000_TAI.1.magnetogram.fits
2010-07-15T01:00:00Z,2010-07-15T01:00:02Z,2010-07-15T010002Z/aia.lev1_euv_12s.2010-07-15T010010Z.94.image_lev1.fits,2010-07-15T010002Z/aia.lev1_euv_12s.2010-07-15T010011Z.131.image_lev1.fits,2010-07-15T010002Z/aia.lev1_euv_12s.2010-07-15T010013Z.171.image_lev1.fits,2010-07-15T010002Z/aia.lev1_euv_12s.2010-07-15T010008Z.193.image_lev1.fits,2010-07-15T010002Z/aia.lev1_euv_12s.2010-07-15T010002Z.211.image_lev1.fits,2010-07-15T010002Z/aia.lev1_euv_12s.2010-07-15T010004Z.304.image_lev1.fits,2010-07-15T010002Z/aia.lev1_euv_12s.2010-07-15T010005Z.335.image_lev1.fits,2010-07-15T010002Z/hmi.m_720s.20100715_010000_TAI.1.magnetogram.fits
2010-07-15T02:00:00Z,2010-07-15T02:00:02Z,2010-07-15T020002Z/aia.lev1_euv_12s.2010-07-15T020010Z.94.image_lev1.fits,2010-07-15T020002Z/aia.lev1_euv_12s.2010-07-15T020011Z.131.image_lev1.fits,2010-07-15T020002Z/aia.lev1_euv_12s.2010-07-15T020013Z.171.image_lev1.fits,2010-07-15T020002Z/aia.lev1_euv_12s.2010-07-15T020008Z.193.image_lev1.fits,2010-07-15T020002Z/aia.lev1_euv_12s.2010-07-15T020002Z.211.image_lev1.fits,2010-07-15T020002Z/aia.lev1_euv_12s.2010-07-15T020004Z.304.image_lev1.fits,2010-07-15T020002Z/aia.lev1_euv_12s.2010-07-15T020005Z.335.image_lev1.fits,2010-07-15T020002Z/hmi.m_720s.20100715_020000_TAI.1.magnetogram.fits
2010-07-15T03:00:00Z,2010-07-15T03:00:02Z,2010-07-15T030002Z/aia.lev1_euv_12s.2010-07-15T030010Z.94.image_lev1.fits,2010-07-15T030002Z/aia.lev1_euv_12s.2010-07-15T030011Z.131.image_lev1.fits,2010-07-15T030002Z/aia.lev1_euv_12s.2010-07-15T030013Z.171.image_lev1.fits,2010-07-15T030002Z/aia.lev1_euv_12s.2010-07-15T030008Z.193.image_lev1.fits,2010-07-15T030002Z/aia.lev1_euv_12s.2010-07-15T030002Z.211.image_lev1.fits,2010-07-15T030002Z/aia.lev1_euv_12s.2010-07-15T030004Z.304.image_lev1.fits,2010-07-15T030002Z/aia.lev1_euv_12s.2010-07-15T030005Z.335.image_lev1.fits,2010-07-15T030002Z/hmi.m_720s.20100715_030000_TAI.1.magnetogram.fits
2010-07-15T04:00:00Z,2010-07-15T04:00:02Z,2010-07-15T040002Z/aia.lev1_euv_12s.2010-07-15T040010Z.94.image_lev1.fits,2010-07-15T040002Z/aia.lev1_euv_12s.2010-07-15T040011Z.131.image_lev1.fits,2010-07-15T040002Z/aia.lev1_euv_12s.2010-07-15T040013Z.171.image_lev1.fits,2010-07-15T040002Z/aia.lev1_euv_12s.2010-07-15T040008Z.193.image_lev1.fits,2010-07-15T040002Z/aia.lev1_euv_12s.2010-07-15T040002Z.211.image_lev1.fits,2010-07-15T040002Z/aia.lev1_euv_12s.2010-07-15T040004Z.304.image_lev1.fits,2010-07-15T040002Z/aia.lev1_euv_12s.2010-07-15T040005Z.335.image_lev1.fits,2010-07-15T040002Z/hmi.m_720s.20100715_040000_TAI.1.magnetogram.fits
2010-07-15T05:00:00Z,2010-07-15T05:00:02Z,2010-07-15T050002Z/aia.lev1_euv_12s.2010-07-15T050010Z.94.image_lev1.fits,2010-07-15T050002Z/aia.lev1_euv_12s.2010-07-15T050011Z.131.image_lev1.fits,2010-07-15T050002Z/aia.lev1_euv_12s.2010-07-15T050013Z.171.image_lev1.fits,2010-07-15T050002Z/aia.lev1_euv_12s.2010-07-15T050008Z.193.image_lev1.fits,2010-07-15T050002Z/aia.lev1_euv_12s.2010-07-15T050002Z.211.image_lev1.fits,2010-07-15T050002Z/aia.lev1_euv_12s.2010-07-15T050004Z.304.image_lev1.fits,2010-07-15T050002Z/aia.lev1_euv_12s.2010-07-15T050005Z.335.image_lev1.fits,2010-07-15T050002Z/hmi.m_720s.20100715_050000_TAI.1.magnetogram.fits
2010-07-15T06:00:00Z,2010-07-15T06:00:02Z,2010-07-15T060002Z/aia.lev1_euv_12s.2010-07-15T060010Z.94.image_lev1.fits,2010-07-15T060002Z/aia.lev1_euv_12s.2010-07-15T060011Z.131.image_lev1.fits,2010-07-15T060002Z/aia.lev1_euv_12s.2010-07-15T060013Z.171.image_lev1.fits,2010-07-15T060002Z/aia.lev1_euv_12s.2010-07-15T060008Z.193.image_lev1.fits,2010-07-15T060002Z/aia.lev1_euv_12s.2010-07-15T060002Z.211.image_lev1.fits,2010-07-15T060002Z/aia.lev1_euv_12s.2010-07-15T060004Z.304.image_lev1.fits,2010-07-15T060002Z/aia.lev1_euv_12s.2010-07-15T060005Z.335.image_lev1.fits,2010-07-15T060002Z/hmi.m_720s.20100715_060000_TAI.1.magnetogram.fits
