T_intended,T_REC,94,131,171,193,211,304,335,Magnetogram
2010-08-10T01:00:00Z,2010-08-10T01:00:02Z,2010-08-10T010002Z/aia.lev1_euv_12s.2010-08-10T010004Z.94.image_lev1.fits,2010-08-10T010002Z/aia.lev1_euv_12s.2010-08-10T010011Z.131.image_lev1.fits,2010-08-10T010002Z/aia.lev1_euv_12s.2010-08-10T010013Z.171.image_lev1.fits,2010-08-10T010002Z/aia.lev1_euv_12s.2010-08-10T010009Z.193.image_lev1.fits,2010-08-10T010002Z/aia.lev1_euv_12s.2010-08-10T010002Z.211.image_lev1.fits,2010-08-10T010002Z/aia.lev1_euv_12s.2010-08-10T010010Z.304.image_lev1.fits,2010-08-10T010002Z/aia.lev1_euv_12s.2010-08-10T010005Z.335.image_lev1.fits,2010-08-10T010002Z/hmi.m_720s.20100810_010000_TAI.1.magnetogram.fits
2010-08-10T02:00:00Z,2010-08-10T02:00:02Z,2010-08-10T020002Z/aia.lev1_euv_12s.2010-08-10T020004Z.94.image_lev1.fits,2010-08-10T020002Z/aia.lev1_euv_12s.2010-08-10T020011Z.131.image_lev1.fits,2010-08-10T020002Z/aia.lev1_euv_12s.2010-08-10T020013Z.171.image_lev1.fits,2010-08-10T020002Z/aia.lev1_euv_12s.2010-08-10T020009Z.193.image_lev1.fits,2010-08-10T020002Z/aia.lev1_euv_12s.2010-08-10T020002Z.211.image_lev1.fits,2010-08-10T020002Z/aia.lev1_euv_12s.2010-08-10T020010Z.304.image_lev1.fits,2010-08-10T020002Z/aia.lev1_euv_12s.2010-08-10T020005Z.335.image_lev1.fits,2010-08-10T020002Z/hmi.m_720s.20100810_020000_TAI.1.magnetogram.fits
2010-08-10T03:00:00Z,2010-08-10T03:00:02Z,2010-08-10T030002Z/aia.lev1_euv_12s.2010-08-10T030004Z.94.image_lev1.fits,2010-08-10T030002Z/aia.lev1_euv_12s.2010-08-10T030011Z.131.image_lev1.fits,2010-08-10T030002Z/aia.lev1_euv_12s.2010-08-10T030013Z.171.image_lev1.fits,2010-08-10T030002Z/aia.lev1_euv_12s.2010-08-10T030009Z.193.image_lev1.fits,2010-08-10T030002Z/aia.lev1_euv_12s.2010-08-10T030002Z.211.image_lev1.fits,2010-08-10T030002Z/aia.lev1_euv_12s.2010-08-10T030010Z.304.image_lev1.fits,2010-08-10T030002Z/aia.lev1_euv_12s.2010-08-10T030005Z.335.image_lev1.fits,2010-08-10T030002Z/hmi.m_720s.20100810_030000_TAI.1.magnetogram.fits
2010-08-10T04:00:00Z,2010-08-10T04:00:02Z,2010-08-10T040002Z/aia.lev1_euv_12s.2010-08-10T040004Z.94.image_lev1.fits,2010-08-10T040002Z/aia.lev1_euv_12s.2010-08-10T040011Z.131.image_lev1.fits,2010-08-10T040002Z/aia.lev1_euv_12s.2010-08-10T040013Z.171.image_lev1.fits,2010-08-10T040002Z/aia.lev1_euv_12s.2010-08-10T040009Z.193.image_lev1.fits,2010-08-10T040002Z/aia.lev1_euv_12s.2010-08-10T040002Z.211.image_lev1.fits,2010-08-10T040002Z/aia.lev1_euv_12s.2010-08-10T040010Z.304.image_lev1.fits,2010-08-10T040002Z/aia.lev1_euv_12s.2010-08-10T040005Z.335.image_lev1.fits,2010-08-10T040002Z/hmi.m_720s.20100810_040000_TAI.1.magnetogram.fits
2010-08-10T05:00:00Z,2010-08-10T05:00:02Z,2010-08-10T050002Z/aia.lev1_euv_12s.2010-08-10T050004Z.94.image_lev1.fits,2010-08-10T050002Z/aia.lev1_euv_12s.2010-08-10T050011Z.131.image_lev1.fits,2010-08-10T050002Z/aia.lev1_euv_12s.2010-08-10T050013Z.171.image_lev1.fits,2010-08-10T050002Z/aia.lev1_euv_12s.2010-08-10T050009Z.193.image_lev1.fits,2010-08-10T050002Z/aia.lev1_euv_12s.2010-08-10T050002Z.211.image_lev1.fits,2010-08-10T050002Z/aia.lev1_euv_12s.2010-08-10T050010Z.304.image_lev1.fits,2010-08-10T050002Z/aia.lev1_euv_12s.2010-08-10T050005Z.335.image_lev1.fits,2010-08-10T050002Z/hmi.m_720s.20100810_050000_TAI.1.magnetogram.fits
2010-08-10T06:00:00Z,2010-08-10T06:00:02Z,2010-08-10T060002Z/aia.lev1_euv_12s.2010-08-10T060004Z.94.image_lev1.fits,2010-08-10T060002Z/aia.lev1_euv_12s.2010-08-10T060011Z.131.image_lev1.fits,2010-08-10T060002Z/aia.lev1_euv_12s.2010-08-10T060013Z.171.image_lev1.fits,2010-08-10T060002Z/aia.lev1_euv_12s.2010-08-10T060009Z.193.image_lev1.fits,2010-08-10T060002Z/aia.lev1_euv_12s.2010-08-10T060002Z.211.image_lev1.fits,2010-08-10T060002Z/aia.lev1_euv_12s.2010-08-10T060010Z.304.image_lev1.fits,2010-08-10T060002Z/aia.lev1_euv_12s.2010-08-10T060005Z.335.image_lev1.fits,2010-08-10T060002Z/hmi.m_720s.20100810_060000_TAI.1.magnetogram.fits
2010-08-10T07:00:00Z,2010-08-10T07:00:02Z,2010-08-10T070002Z/aia.lev1_euv_12s.2010-08-10T070004Z.94.image_lev1.fits,2010-08-10T070002Z/aia.lev1_euv_12s.2010-08-10T070011Z.131.image_lev1.fits,2010-08-10T070002Z/aia.lev1_euv_12s.2010-08-10T070013Z.171.image_lev1.fits,2010-08-10T070002Z/aia.lev1_euv_12s.2010-08-10T070009Z.193.image_lev1.fits,2010-08-10T070002Z/aia.lev1_euv_12s.2010-08-10T070002Z.211.image_lev1.fits,2010-08-10T070002Z/aia.lev1_euv_12s.2010-08-10T070010Z.304.image_lev1.fits,2010-08-10T070002Z/aia.lev1_euv_12s.2010-08-10T070005Z.335.image_lev1.fits,2010-08-10T070002Z/hmi.m_720s.20100810_070000_TAI.1.magnetogram.fits
2010-08-10T08:00:00Z,2010-08-10T08:00:02Z,2010-08-10T080002Z/aia.lev1_euv_12s.2010-08-10T080004Z.94.image_lev1.fits,2010-08-10T080002Z/aia.lev1_euv_12s.2010-08-10T080011Z.131.image_lev1.fits,2010-08-10T080002Z/aia.lev1_euv_12s.2010-08-10T080013Z.171.image_lev1.fits,2010-08-10T080002Z/aia.lev1_euv_12s.2010-08-10T080009Z.193.image_lev1.fits,2010-08-10T080002Z/aia.lev1_euv_12s.2010-08-10T080002Z.211.image_lev1.fits,2010-08-10T080002Z/aia.lev1_euv_12s.2010-08-10T080010Z.304.image_lev1.fits,2010-08-10T080002Z/aia.lev1_euv_12s.2010-08-10T080005Z.335.image_lev1.fits,2010-08-10T080002Z/hmi.m_720s.20100810_080000_TAI.1.magnetogram.fits
2010-08-10T09:00:00Z,2010-08-10T09:00:02Z,2010-08-10T090002Z/aia.lev1_euv_12s.2010-08-10T090004Z.94.image_lev1.fits,2010-08-10T090002Z/aia.lev1_euv_12s.2010-08-10T090011Z.131.image_lev1.fits,2010-08-10T090002Z/aia.lev1_euv_12s.2010-08-10T090013Z.171.image_lev1.fits,2010-08-10T090002Z/aia.lev1_euv_12s.2010-08-10T090009Z.193.image_lev1.fits,2010-08-10T090002Z/aia.lev1_euv_12s.2010-08-10T090002Z.211.image_lev1.fits,2010-08-10T090002Z/aia.lev1_euv_12s.2010-08-10T090010Z.304.image_lev1.fits,2010-08-10T090002Z/aia.lev1_euv_12s.2010-08-10T090005Z.335.image_lev1.fits,2010-08-10T090002Z/hmi.m_720s.20100810_090000_TAI.1.magnetogram.fits
2010-08-10T10:00:00Z,2010-08-10T10:00:02Z,2010-08-10T100002Z/aia.lev1_euv_12s.2010-08-10T100004Z.94.image_lev1.fits,2010-08-10T100002Z/aia.lev1_euv_12s.2010-08-10T100011Z.131.image_lev1.fits,2010-08-10T100002Z/aia.lev1_euv_12s.2010-08-10T100013Z.171.image_lev1.fits,2010-08-10T100002Z/aia.lev1_euv_12s.2010-08-10T100009Z.193.image_lev1.fits,2010-08-10T100002Z/aia.lev1_euv_12s.2010-08-10T100002Z.211.image_lev1.fits,2010-08-10T100002Z/aia.lev1_euv_12s.2010-08-10T100010Z.304.image_lev1.fits,2010-08-10T100002Z/aia.lev1_euv_12s.2010-08-10T100005Z.335.image_lev1.fits,2010-08-10T100002Z/hmi.m_720s.20100810_100000_TAI.1.magnetogram.fits
2010-08-10T11:00:00Z,2010-08-10T11:00:02Z,2010-08-10T110002Z/aia.lev1_euv_12s.2010-08-10T110004Z.94.image_lev1.fits,2010-08-10T110002Z/aia.lev1_euv_12s.2010-08-10T110011Z.131.image_lev1.fits,2010-08-10T110002Z/aia.lev1_euv_12s.2010-08-10T110013Z.171.image_lev1.fits,2010-08-10T110002Z/aia.lev1_euv_12s.2010-08-10T110009Z.193.image_lev1.fits,2010-08-10T110002Z/aia.lev1_euv_12s.2010-08-10T110002Z.211.image_lev1.fits,2010-08-10T110002Z/aia.lev1_euv_12s.2010-08-10T110010Z.304.image_lev1.fits,2010-08-10T110002Z/aia.lev1_euv_12s.2010-08-10T110005Z.335.image_lev1.fits,2010-08-10T110002Z/hmi.m_720s.20100810_110000_TAI.1.magnetogram.fits
2010-08-10T12:00:00Z,2010-08-10T12:00:02Z,2010-08-10T120002Z/aia.lev1_euv_12s.2010-08-10T120004Z.94.image_lev1.fits,2010-08-10T120002Z/aia.lev1_euv_12s.2010-08-10T120011Z.131.image_lev1.fits,2010-08-10T120002Z/aia.lev1_euv_12s.2010-08-10T120013Z.171.image_lev1.fits,2010-08-10T120002Z/aia.lev1_euv_12s.2010-08-10T120009Z.193.image_lev1.fits,2010-08-10T120002Z/aia.lev1_euv_12s.2010-08-10T120002Z.211.image_lev1.fits,2010-08-10T120002Z/aia.lev1_euv_12s.2010-08-10T120010Z.304.image_lev1.fits,2010-08-10T120002Z/aia.lev1_euv_12s.2010-08-10T120005Z.335.image_lev1.fits,2010-08-10T120002Z/hmi.m_720s.20100810_120000_TAI.1.magnetogram.fits
2010-08-10T13:00:00Z,2010-08-10T13:00:02Z,2010-08-10T130002Z/aia.lev1_euv_12s.2010-08-10T130004Z.94.image_lev1.fits,2010-08-10T130002Z/aia.lev1_euv_12s.2010-08-10T130011Z.131.image_lev1.fits,2010-08-10T130002Z/aia.lev1_euv_12s.2010-08-10T130013Z.171.image_lev1.fits,2010-08-10T130002Z/aia.lev1_euv_12s.2010-08-10T130009Z.193.image_lev1.fits,2010-08-10T130002Z/aia.lev1_euv_12s.2010-08-10T130002Z.211.image_lev1.fits,2010-08-10T130002Z/aia.lev1_euv_12s.2010-08-10T130010Z.304.image_lev1.fits,2010-08-10T130002Z/aia.lev1_euv_12s.2010-08-10T130005Z.335.image_lev1.fits,2010-08-10T130002Z/hmi.m_720s.20100810_130000_TAI.1.magnetogram.fits
2010-08-10T14:00:00Z,2010-08-10T14:00:02Z,2010-08-10T140002Z/aia.lev1_euv_12s.2010-08-10T140004Z.94.image_lev1.fits,2010-08-10T140002Z/aia.lev1_euv_12s.2010-08-10T140011Z.131.image_lev1.fits,2010-08-10T140002Z/aia.lev1_euv_12s.2010-08-10T140013Z.171.image_lev1.fits,2010-08-10T140002Z/aia.lev1_euv_12s.2010-08-10T140009Z.193.image_lev1.fits,2010-08-10T140002Z/aia.lev1_euv_12s.2010-08-10T140002Z.211.image_lev1.fits,2010-08-10T140002Z/aia.lev1_euv_12s.2010-08-10T140010Z.304.image_lev1.fits,2010-08-10T140002Z/aia.lev1_euv_12s.2010-08-10T140005Z.335.image_lev1.fits,2010-08-10T140002Z/hmi.m_720s.20100810_140000_TAI.1.magnetogram.fits
2010-08-10T15:00:00Z,2010-08-10T15:00:02Z,2010-08-10T150002Z/aia.lev1_euv_12s.2010-08-10T150004Z.94.image_lev1.fits,2010-08-10T150002Z/aia.lev1_euv_12s.2010-08-10T150011Z.131.image_lev1.fits,2010-08-10T150002Z/aia.lev1_euv_12s.2010-08-10T150013Z.171.image_lev1.fits,2010-08-10T150002Z/aia.lev1_euv_12s.2010-08-10T150009Z.193.image_lev1.fits,2010-08-10T150002Z/aia.lev1_euv_12s.2010-08-10T150002Z.211.image_lev1.fits,2010-08-10T150002Z/aia.lev1_euv_12s.2010-08-10T150010Z.304.image_lev1.fits,2010-08-10T150002Z/aia.lev1_euv_12s.2010-08-10T150005Z.335.image_lev1.fits,2010-08-10T150002Z/hmi.m_720s.20100810_150000_TAI.1.magnetogram.fits
2010-08-10T16:00:00Z,2010-08-10T16:00:02Z,2010-08-10T160002Z/aia.lev1_euv_12s.2010-08-10T160004Z.94.image_lev1.fits,2010-08-10T160002Z/aia.lev1_euv_12s.2010-08-10T160011Z.131.image_lev1.fits,2010-08-10T160002Z/aia.lev1_euv_12s.2010-08-10T160013Z.171.image_lev1.fits,2010-08-10T160002Z/aia.lev1_euv_12s.2010-08-10T160009Z.193.image_lev1.fits,2010-08-10T160002Z/aia.lev1_euv_12s.2010-08-10T160002Z.211.image_lev1.fits,2010-08-10T160002Z/aia.lev1_euv_12s.2010-08-10T160010Z.304.image_lev1.fits,2010-08-10T160002Z/aia.lev1_euv_12s.2010-08-10T160005Z.335.image_lev1.fits,2010-08-10T160002Z/hmi.m_720s.20100810_160000_TAI.1.magnetogram.fits
2010-08-10T17:00:00Z,2010-08-10T17:00:02Z,2010-08-10T170002Z/aia.lev1_euv_12s.2010-08-10T170004Z.94.image_lev1.fits,2010-08-10T170002Z/aia.lev1_euv_12s.2010-08-10T170011Z.131.image_lev1.fits,2010-08-10T170002Z/aia.lev1_euv_12s.2010-08-10T170013Z.171.image_lev1.fits,2010-08-10T170002Z/aia.lev1_euv_12s.2010-08-10T170009Z.193.image_lev1.fits,2010-08-10T170002Z/aia.lev1_euv_12s.2010-08-10T170002Z.211.image_lev1.fits,2010-08-10T170002Z/aia.lev1_euv_12s.2010-08-10T170010Z.304.image_lev1.fits,2010-08-10T170002Z/aia.lev1_euv_12s.2010-08-10T170005Z.335.image_lev1.fits,2010-08-10T170002Z/hmi.m_720s.20100810_170000_TAI.1.magnetogram.fits
2010-08-10T18:00:00Z,2010-08-10T18:00:02Z,2010-08-10T180002Z/aia.lev1_euv_12s.2010-08-10T180004Z.94.image_lev1.fits,2010-08-10T180002Z/aia.lev1_euv_12s.2010-08-10T180011Z.131.image_lev1.fits,2010-08-10T180002Z/aia.lev1_euv_12s.2010-08-10T180013Z.171.image_lev1.fits,2010-08-10T180002Z/aia.lev1_euv_12s.2010-08-10T180009Z.193.image_lev1.fits,2010-08-10T180002Z/aia.lev1_euv_12s.2010-08-10T180002Z.211.image_lev1.fits,2010-08-10T180002Z/aia.lev1_euv_12s.2010-08-10T180010Z.304.image_lev1.fits,2010-08-10T180002Z/aia.lev1_euv_12s.2010-08-10T180005Z.335.image_lev1.fits,2010-08-10T180002Z/hmi.m_720s.20100810_180000_TAI.1.magnetogram.fits
2010-08-10T19:00:00Z,2010-08-10T19:00:02Z,2010-08-10T190002Z/aia.lev1_euv_12s.2010-08-10T190004Z.94.image_lev1.fits,2010-08-10T190002Z/aia.lev1_euv_12s.2010-08-10T190011Z.131.image_lev1.fits,2010-08-10T190002Z/aia.lev1_euv_12s.2010-08-10T190013Z.171.image_lev1.fits,2010-08-10T190002Z/aia.lev1_euv_12s.2010-08-10T190009Z.193.image_lev1.fits,2010-08-10T190002Z/aia.lev1_euv_12s.2010-08-10T190002Z.211.image_lev1.fits,2010-08-10T190002Z/aia.lev1_euv_12s.2010-08-10T190010Z.304.image_lev1.fits,2010-08-10T190002Z/aia.lev1_euv_12s.2010-08-10T190005Z.335.image_lev1.fits,2010-08-10T190002Z/hmi.m_720s.20100810_190000_TAI.1.magnetogram.fits
2010-08-10T20:00:00Z,2010-08-10T20:00:02Z,2010-08-10T200002Z/aia.lev1_euv_12s.2010-08-10T200004Z.94.image_lev1.fits,2010-08-10T200002Z/aia.lev1_euv_12s.2010-08-10T200011Z.131.image_lev1.fits,2010-08-10T200002Z/aia.lev1_euv_12s.2010-08-10T200013Z.171.image_lev1.fits,2010-08-10T200002Z/aia.lev1_euv_12s.2010-08-10T200009Z.193.image_lev1.fits,2010-08-10T200002Z/aia.lev1_euv_12s.2010-08-10T200002Z.211.image_lev1.fits,2010-08-10T200002Z/aia.lev1_euv_12s.2010-08-10T200010Z.304.image_lev1.fits,2010-08-10T200002Z/aia.lev1_euv_12s.2010-08-10T200005Z.335.image_lev1.fits,2010-08-10T200002Z/hmi.m_720s.20100810_200000_TAI.1.magnetogram.fits
2010-08-10T22:00:00Z,2010-08-10T22:00:02Z,2010-08-10T220002Z/aia.lev1_euv_12s.2010-08-10T220004Z.94.image_lev1.fits,2010-08-10T220002Z/aia.lev1_euv_12s.2010-08-10T220011Z.131.image_lev1.fits,2010-08-10T220002Z/aia.lev1_euv_12s.2010-08-10T220013Z.171.image_lev1.fits,2010-08-10T220002Z/aia.lev1_euv_12s.2010-08-10T220009Z.193.image_lev1.fits,2010-08-10T220002Z/aia.lev1_euv_12s.2010-08-10T220002Z.211.image_lev1.fits,2010-08-10T220002Z/aia.lev1_euv_12s.2010-08-10T220010Z.304.image_lev1.fits,2010-08-10T220002Z/aia.lev1_euv_12s.2010-08-10T220005Z.335.image_lev1.fits,2010-08-10T220002Z/hmi.m_720s.20100810_220000_TAI.1.magnetogram.fits
2010-08-10T23:00:00Z,2010-08-10T23:00:02Z,2010-08-10T230002Z/aia.lev1_euv_12s.2010-08-10T230004Z.94.image_lev1.fits,2010-08-10T230002Z/aia.lev1_euv_12s.2010-08-10T230011Z.131.image_lev1.fits,2010-08-10T230002Z/aia.lev1_euv_12s.2010-08-10T230013Z.171.image_lev1.fits,2010-08-10T230002Z/aia.lev1_euv_12s.2010-08-10T230009Z.193.image_lev1.fits,2010-08-10T230002Z/aia.lev1_euv_12s.2010-08-10T230002Z.211.image_lev1.fits,2010-08-10T230002Z/aia.lev1_euv_12s.2010-08-10T230010Z.304.image_lev1.fits,2010-08-10T230002Z/aia.lev1_euv_12s.2010-08-10T230005Z.335.image_lev1.fits,2010-08-10T230002Z/hmi.m_720s.20100810_230000_TAI.1.magnetogram.fits
2010-08-11T00:00:00Z,2010-08-11T00:00:02Z,2010-08-11T000002Z/aia.lev1_euv_12s.2010-08-11T000004Z.94.image_lev1.fits,2010-08-11T000002Z/aia.lev1_euv_12s.2010-08-11T000011Z.131.image_lev1.fits,2010-08-11T000002Z/aia.lev1_euv_12s.2010-08-11T000013Z.171.image_lev1.fits,2010-08-11T000002Z/aia.lev1_euv_12s.2010-08-11T000009Z.193.image_lev1.fits,2010-08-11T000002Z/aia.lev1_euv_12s.2010-08-11T000002Z.211.image_lev1.fits,2010-08-11T000002Z/aia.lev1_euv_12s.2010-08-11T000010Z.304.image_lev1.fits,2010-08-11T000002Z/aia.lev1_euv_12s.2010-08-11T000005Z.335.image_lev1.fits,2010-08-11T000002Z/hmi.m_720s.20100811_000000_TAI.1.magnetogram.fits
2010-08-11T01:00:00Z,2010-08-11T01:00:02Z,2010-08-11T010002Z/aia.lev1_euv_12s.2010-08-11T010004Z.94.image_lev1.fits,2010-08-11T010002Z/aia.lev1_euv_12s.2010-08-11T010011Z.131.image_lev1.fits,2010-08-11T010002Z/aia.lev1_euv_12s.2010-08-11T010013Z.171.image_lev1.fits,2010-08-11T010002Z/aia.lev1_euv_12s.2010-08-11T010009Z.193.image_lev1.fits,2010-08-11T010002Z/aia.lev1_euv_12s.2010-08-11T010002Z.211.image_lev1.fits,2010-08-11T010002Z/aia.lev1_euv_12s.2010-08-11T010010Z.304.image_lev1.fits,2010-08-11T010002Z/aia.lev1_euv_12s.2010-08-11T010005Z.335.image_lev1.fits,2010-08-11T010002Z/hmi.m_720s.20100811_010000_TAI.1.magnetogram.fits
